time,open,high,low,close,Kalman Filter,Upper Band,Lower Band,Plot,Plot,Anomaly,KMEMA RSI,KMEMA Momentum,KMEMA Volatility,RSI Feature,Momentum Feature,Volatility Feature,Mahalanobis Distance
1772594100,0.9091,0.9112,0.9011,0.9015,0.9045053018847765,1.4017110897633551,0.407299514006198,1.4017110897633551,0.407299514006198,,0.9057898925321282,0.9066135285183773,0.9053337221532204,-0.12896653062907235,-1.1431163823167227,-0.030162151387069847,0
1772595000,0.9014,0.9018,0.8916,0.8958,0.8991251294376561,1.3963309173162346,0.40191934155907766,1.3963309173162346,0.40191934155907766,,0.9055058668984746,0.9049090050142857,0.9053681719280279,-0.22710512649216966,-1.9976325161397186,-0.004137463675400704,0
1772595900,0.8959,0.9024,0.893,0.9018,0.9007782903606912,1.3979840782392698,0.40357250248211274,1.3979840782392698,0.40357250248211274,,0.9079543796079819,0.9065844002576922,0.9079458315603373,-0.0881272245038052,-1.4145255589395838,0.013423440542710791,0
1772596800,0.9017,0.9048,0.8976,0.9005,0.9006062974590425,1.397812085337621,0.4034005095804641,1.397812085337621,0.4034005095804641,,0.9083204289091452,0.905798180174802,0.9084352686516336,-0.11160446944788731,-2.1038204173216926,0.015891862158006545,0
1772597700,0.9005,0.9011,0.8938,0.8957,0.8975740388704371,1.3947798267490157,0.4003682509918586,1.3947798267490157,0.4003682509918586,,0.908153981272955,0.9046581657947481,0.9084661158603435,-0.19410795876956471,-2.0813722047068435,0.018025074746658248,0
1772598600,0.8956,0.8983,0.8941,0.898,0.8978372973263933,1.3950430852049718,0.40063150944781484,1.3950430852049718,0.40063150944781484,,0.9080608334842493,0.9040237129071983,0.9084837355472017,-0.1395005255407665,-1.5151900430124488,-0.0015179109230074454,0
1772599500,0.8979,0.9018,0.8973,0.9006,0.8995447414794924,1.3967505293580709,0.4023389536009139,1.3967505293580709,0.4023389536009139,,0.9068814944984811,0.903115406541016,0.9073023114045382,-0.07940753580004127,-0.7316763270367277,-0.018089784466903933,0
1772600400,0.9005,0.9012,0.8973,0.9004,0.9000733203143341,1.3972791081929126,0.4028675324357556,1.3972791081929126,0.4028675324357556,,0.9068590007198236,0.9028047159493436,0.9072988782517689,-0.08341181974027932,-1.17330914502052,-0.03827341191078965,0
1772601300,0.9004,0.9011,0.8954,0.8967,0.8979884937051351,1.3951942815837137,0.4007827058265566,1.3951942815837137,0.4007827058265566,,0.906768951443022,0.9018628563931987,0.9072923527829383,-0.15650802270990893,-2.2131620927463023,-0.045457778943181704,0
1772602200,0.8967,0.9071,0.896,0.9038,0.9015802021211956,1.398785989999774,0.40437441424261716,1.398785989999774,0.40437441424261716,,0.9068442734300508,0.9014391299690943,0.9073013622830568,0.007120308427522275,-1.5456362504423822,-0.014318686274458217,0
1772603100,0.9038,0.9053,0.9017,0.9023,0.9020250616753268,1.3992308495539052,0.4048192737967483,1.3992308495539052,0.4048192737967483,,0.9068817755257774,0.9021563442834103,0.9072992765178822,-0.02428831838659278,0.18233266006332094,-0.03564248199755934,0
1772604000,0.9022,0.9022,0.8972,0.8982,0.8996610435509103,1.3968668314294888,0.4024552556723318,1.3968668314294888,0.4024552556723318,,0.9068373066499713,0.9029687148227586,0.907293040414662,-0.10632783767018736,0.44137935699609676,-0.044761542928811064,0
1772604900,0.8982,0.8986,0.8967,0.8979,0.898572658780779,1.3957784466593575,0.40136687090220047,1.3957784466593575,0.40136687090220047,,0.9067917823437122,0.9029698045760367,0.9072734089313784,-0.11220995865333777,-0.7051115562212185,-0.07422101698617944,0
1772605800,0.8979,0.908,0.8978,0.9067,0.9035956318924255,1.400801419771004,0.4063898440138471,1.400801419771004,0.4063898440138471,,0.9069341341888246,0.9040347497525646,0.9072703224919038,0.07923744209144346,0.9592008405070424,-0.04357531937433857,0
1772606700,0.9067,0.907,0.9035,0.9045,0.904154562121248,1.4013603499998264,0.4069487742426695,1.4013603499998264,0.4069487742426695,,0.9070156930206373,0.9051783406841141,0.9072589360679242,0.03143719142309166,1.26341881400539,-0.061711118401685576,0
1772607600,0.9045,0.9056,0.9006,0.9009,0.9021431321118188,1.3993489199903972,0.4049373442332404,1.3993489199903972,0.4049373442332404,,0.9045861483082472,0.9034618582794464,0.9047778600934417,-0.0432388368695824,0.4353250370696189,-0.06808428066147075,0
1772608500,0.9009,0.9089,0.9005,0.9083,0.9059482857309575,1.403154073609536,0.40874249785237904,1.403154073609536,0.40874249785237904,,0.9047040657121362,0.9041963045688036,0.9047749240760152,0.1008654821370152,1.0880699861488898,-0.05026618771978521,0
1772609400,0.9083,0.9113,0.9065,0.9109,0.9090086134518036,1.4062144013303821,0.4118028255732252,1.4062144013303821,0.4118028255732252,,0.9048459410150752,0.9050489032373124,0.9047685998089078,0.1455254782040086,1.4474279623798525,-0.059425579103684394,0
1772610300,0.9108,0.9178,0.9091,0.9148,0.9125878871805779,1.4097936750591564,0.41538209930199943,1.4097936750591564,0.41538209930199943,,0.9050248049548593,0.9065066879897468,0.9047704772767176,0.20899282930953192,2.7323564062296657,-0.04063326587467431,0
1772611200,0.9148,0.9204,0.9133,0.9168,0.9151911160674299,1.4123969039460083,0.4179853281888514,1.4123969039460083,0.4179853281888514,,0.9062809798746532,0.9087471105498839,0.9058106264017901,0.24016179930884504,2.13769243013191,-0.03498541167926092,0
1772612100,0.9168,0.9185,0.9125,0.913,0.9138369318644622,1.4110427197430409,0.41663114398588375,1.4110427197430409,0.41663114398588375,,0.906380658921015,0.9095277183243439,0.9058139303450988,0.14763173502648472,1.8291159500682879,-0.03620559061976692,0
1772613000,0.913,0.9221,0.913,0.9216,0.9186347718292058,1.4158405597077843,0.4214289839506274,1.4158405597077843,0.4214289839506274,,0.9074696092134952,0.9122064485024015,0.9066662720453887,0.2787823672008672,3.2480457455621,-0.014175814854751891,0
1772613900,0.9216,0.9432,0.9216,0.9397,0.9316537988195284,1.4288595866981069,0.43444801094094987,1.4288595866981069,0.43444801094094987,,0.9190769441849184,0.9296421827261884,0.9171954441206673,0.4652675922540206,3.8945374616253,0.09424784510129978,0
1772614800,0.9397,0.9462,0.9352,0.9419,0.9379862994046291,1.4351920872832076,0.44078051152605063,1.4351920872832076,0.44078051152605063,,0.9212942171395311,0.933783466107853,0.9188027924304755,0.48277361753519415,2.934873527021208,0.11765295182164422,0
1772615700,0.9419,0.95,0.9416,0.9479,0.9441133033268584,1.441319091205437,0.4469075154482799,1.441319091205437,0.4469075154482799,,0.9240368670880724,0.9387933234842044,0.9208129959923909,0.5281441277266867,3.12079954192342,0.12031483736101851,0
1772616600,0.9479,0.958,0.9451,0.9522,0.9491111567275706,1.446316944606149,0.4519053688489922,1.446316944606149,0.4519053688489922,,0.9292300686543412,0.9477030980690029,0.9249659250759769,0.5580636469062128,3.3664657007087504,0.1519926966707955,0
1772617500,0.9523,0.9562,0.9431,0.946,0.947188356125604,1.4443941440041825,0.44998256824702554,1.4443941440041825,0.44998256824702554,,0.9296217772696607,0.9489018478665752,0.9251286632872939,0.4184092195167699,2.624436455844542,0.1795318864884522,0
1772618400,0.9461,0.9514,0.9422,0.948,0.9476899796267414,1.4448957675053198,0.45048419174816295,1.4448957675053198,0.45048419174816295,,0.9300083768976443,0.9502254605846275,0.9252703660895079,0.43597199585882523,2.810766574414559,0.17515202988498468,0
1772619300,0.9479,0.9482,0.938,0.9395,0.942628293850246,1.4398340817288244,0.44542250597166755,1.4398340817288244,0.44542250597166755,,0.9300086527695887,0.9502693063592003,0.9253999723083117,0.2616020415023182,1.9473095413402124,0.17626968535306028,0
1772620200,0.9395,0.9397,0.9342,0.9372,0.939273423749872,1.4364792116284504,0.44206763587129355,1.4364792116284504,0.44206763587129355,,0.9299225352419472,0.9500276292524821,0.9254865803842819,0.21848590991866843,1.736889964292396,0.14671326415114352,0
1772621100,0.9373,0.9397,0.9343,0.938,0.9384864045903697,1.4356921924689483,0.4412806167117912,1.4356921924689483,0.4412806167117912,,0.9298651081645253,0.9509339411161469,0.9255352058046779,0.22836408396217692,2.5812456057557482,0.11769087950909769,0
1772622000,0.938,0.9412,0.9367,0.9407,0.939854481790862,1.4370602696694403,0.4426486939122835,1.4370602696694403,0.4426486939122835,,0.9298810485333749,0.950800513158786,0.9255459659076417,0.26225658839972027,1.8676716886860123,0.0845947201949059,0
