Date,Message
2026-04-08T13:00:00.878+03:00,MC_LOG_HEADER: bar_idx|setup_id|direction|entry_price|mc_pct_agree|mc_dir_pct|mc_confirmed|mc_confidence|actual_pnl|actual_mae|actual_mfe|exit_reason
2026-04-08T13:00:00.878+03:00,MC_LOG:501|S6|SHORT|3.3719|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:504|V2|SHORT|3.3716|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:513|S6|SHORT|3.3726|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:519|S6|SHORT|3.3478|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:522|V2|SHORT|3.352|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:539|S8|SHORT|3.3606|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:560|V2|SHORT|3.3167|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:573|L2|LONG|3.3362|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:578|L5|LONG|3.3464|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:584|V2|SHORT|3.3653|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:587|L5|LONG|3.3739|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:595|L5|LONG|3.3669|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:600|V2|SHORT|3.3763|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:606|L5|LONG|3.3777|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:622|L5|LONG|3.3993|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:632|L5|LONG|3.4107|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:639|L8|LONG|3.4063|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:645|S6|SHORT|3.3739|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:648|V2|SHORT|3.372|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:651|L8|LONG|3.3662|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:659|L6|LONG|3.3908|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:669|L5|LONG|3.4117|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:682|L8|LONG|3.3954|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:701|L5|LONG|3.4146|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:707|L5|LONG|3.4391|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:710|V2|SHORT|3.4454|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:714|L5|LONG|3.4807|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:720|L5|LONG|3.4675|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:728|S10|SHORT|3.4753|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:767|L5|LONG|3.4976|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:776|S6|SHORT|3.4555|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:780|V2|SHORT|3.4385|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:788|V3|LONG|3.4652|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:798|V2|SHORT|3.5945|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:805|L5|LONG|3.6011|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:811|L2|LONG|3.5938|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:817|L2|LONG|3.5841|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:830|S6|SHORT|3.433|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:852|L2|LONG|3.4847|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:871|L2|LONG|3.4953|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:875|V2|SHORT|3.5492|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:896|L5|LONG|3.5552|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
