Date,Message
2025-09-04T19:00:00.000+03:00,"LONGEVAL,bar=352,entryCtx=1000,z0=-0.638,mr=-0.687,vec=-0.883,basket=58.44,burst=0,te=NaN,innW=0.8418,innWmed=1.2154,innRatio=0.693,knn=NaN,phiTotal=0.144,triggered=0"
2025-09-04T19:15:00.000+03:00,"LONGEVAL,bar=353,entryCtx=1000,z0=-0.65,mr=-0.816,vec=-1.031,basket=57.64,burst=0,te=NaN,innW=0.8343,innWmed=1.1296,innRatio=0.739,knn=NaN,phiTotal=0.132,triggered=0"
2025-09-04T19:45:00.000+03:00,"LONGEVAL,bar=355,entryCtx=1000,z0=-0.635,mr=-0.874,vec=-0.754,basket=57.77,burst=0,te=NaN,innW=0.8704,innWmed=1.0154,innRatio=0.857,knn=NaN,phiTotal=0.102,triggered=0"
2025-09-04T20:00:00.000+03:00,"LONGEVAL,bar=356,entryCtx=1000,z0=-0.812,mr=-1.041,vec=-0.517,basket=57.44,burst=-0.000074,te=NaN,innW=0.8703,innWmed=0.9655,innRatio=0.901,knn=NaN,phiTotal=0.119,triggered=0"
2025-09-04T20:15:00.000+03:00,"LONGEVAL,bar=357,entryCtx=1000,z0=-0.761,mr=-1.106,vec=-0.413,basket=61.24,burst=-0.000134,te=NaN,innW=0.8766,innWmed=0.9076,innRatio=0.966,knn=NaN,phiTotal=0.105,triggered=0"
2025-09-04T20:30:00.000+03:00,"LONGEVAL,bar=358,entryCtx=1000,z0=-0.67,mr=-1.103,vec=-0.709,basket=59.14,burst=-0.000759,te=NaN,innW=0.8899,innWmed=0.8833,innRatio=1.007,knn=NaN,phiTotal=0.091,triggered=0"
2025-09-04T20:45:00.000+03:00,"LONGEVAL,bar=359,entryCtx=1000,z0=-0.964,mr=-1.223,vec=-0.653,basket=59,burst=-0.000469,te=NaN,innW=0.8735,innWmed=0.8766,innRatio=0.996,knn=NaN,phiTotal=0.089,triggered=0"
2025-09-04T21:15:00.000+03:00,"LONGEVAL,bar=361,entryCtx=1000,z0=-0.628,mr=-0.895,vec=-0.811,basket=58.73,burst=-0.000072,te=NaN,innW=0.9269,innWmed=0.8766,innRatio=1.057,knn=NaN,phiTotal=0.069,triggered=0"
2025-09-05T15:15:00.000+03:00,"LONGEVAL,bar=433,entryCtx=1000,z0=-0.594,mr=-0.207,vec=0.647,basket=57.95,burst=0.000699,te=NaN,innW=0.8553,innWmed=1.2609,innRatio=0.678,knn=NaN,phiTotal=-0.081,triggered=0"
2025-09-05T16:30:00.000+03:00,"LONGEVAL,bar=438,entryCtx=1000,z0=-0.699,mr=-0.164,vec=0.739,basket=55.02,burst=0,te=NaN,innW=0.7448,innWmed=1.2572,innRatio=0.592,knn=NaN,phiTotal=0.021,triggered=0"
2025-09-05T17:00:00.000+03:00,"LONGEVAL,bar=440,entryCtx=1000,z0=-0.918,mr=-0.61,vec=0.277,basket=53.35,burst=0,te=NaN,innW=0.8325,innWmed=1.2295,innRatio=0.677,knn=NaN,phiTotal=0.046,triggered=0"
2025-09-05T17:15:00.000+03:00,"LONGEVAL,bar=441,entryCtx=1000,z0=-2.113,mr=-1.122,vec=-0.172,basket=58.26,burst=0,te=NaN,innW=1.0474,innWmed=1.1651,innRatio=0.899,knn=NaN,phiTotal=0.053,triggered=0"
2025-09-05T17:30:00.000+03:00,"LONGEVAL,bar=442,entryCtx=1000,z0=-2.113,mr=-1.464,vec=-0.322,basket=58.52,burst=0,te=NaN,innW=1.2556,innWmed=1.1651,innRatio=1.078,knn=NaN,phiTotal=0.08,triggered=0"
2025-09-05T17:45:00.000+03:00,"LONGEVAL,bar=443,entryCtx=1000,z0=-1.322,mr=-1.422,vec=-0.345,basket=58.38,burst=0,te=NaN,innW=1.4726,innWmed=1.1651,innRatio=1.264,knn=NaN,phiTotal=0.095,triggered=0"
2025-09-05T18:00:00.000+03:00,"LONGEVAL,bar=444,entryCtx=1000,z0=-0.844,mr=-1.223,vec=-0.254,basket=57.59,burst=0,te=NaN,innW=1.5904,innWmed=1.1651,innRatio=1.365,knn=NaN,phiTotal=0.083,triggered=0"
2025-09-05T18:30:00.000+03:00,"LONGEVAL,bar=446,entryCtx=1000,z0=-0.678,mr=-0.779,vec=-0.104,basket=56.08,burst=0,te=NaN,innW=1.6688,innWmed=1.1651,innRatio=1.432,knn=NaN,phiTotal=-0.017,triggered=0"
2025-09-05T18:45:00.000+03:00,"LONGEVAL,bar=447,entryCtx=1000,z0=-1.115,mr=-0.752,vec=-0.238,basket=56.81,burst=0,te=NaN,innW=1.7524,innWmed=1.1651,innRatio=1.504,knn=NaN,phiTotal=-0.104,triggered=0"
2025-09-05T19:00:00.000+03:00,"LONGEVAL,bar=448,entryCtx=1000,z0=-0.822,mr=-0.536,vec=-0.187,basket=53.77,burst=0,te=NaN,innW=1.7698,innWmed=1.1651,innRatio=1.519,knn=NaN,phiTotal=-0.189,triggered=0"
2025-09-05T19:15:00.000+03:00,"LONGEVAL,bar=449,entryCtx=1000,z0=-0.814,mr=-0.356,vec=-0.229,basket=54.49,burst=0,te=NaN,innW=1.7706,innWmed=1.1651,innRatio=1.52,knn=NaN,phiTotal=-0.24,triggered=0"
2025-09-05T19:30:00.000+03:00,"LONGEVAL,bar=450,entryCtx=1000,z0=-0.878,mr=-0.151,vec=-0.161,basket=54.27,burst=0,te=NaN,innW=1.7689,innWmed=1.1651,innRatio=1.518,knn=NaN,phiTotal=-0.346,triggered=0"
2025-09-05T20:15:00.000+03:00,"LONGEVAL,bar=453,entryCtx=1000,z0=-0.619,mr=-0.909,vec=-0.208,basket=55.29,burst=0,te=NaN,innW=1.5548,innWmed=1.1651,innRatio=1.334,knn=NaN,phiTotal=0.333,triggered=0"
2025-09-05T20:30:00.000+03:00,"LONGEVAL,bar=454,entryCtx=1000,z0=-0.785,mr=-1.26,vec=-0.277,basket=55.19,burst=0,te=NaN,innW=1.5226,innWmed=1.1651,innRatio=1.307,knn=NaN,phiTotal=0.313,triggered=0"
2025-09-05T20:45:00.000+03:00,"LONGEVAL,bar=455,entryCtx=1000,z0=-1.003,mr=-1.131,vec=-0.203,basket=54.5,burst=0,te=NaN,innW=1.5266,innWmed=1.1651,innRatio=1.31,knn=NaN,phiTotal=-0.011,triggered=0"
2025-09-05T21:00:00.000+03:00,"LONGEVAL,bar=456,entryCtx=1000,z0=-1.19,mr=-0.549,vec=-0.274,basket=54.95,burst=0.000001,te=NaN,innW=1.5545,innWmed=1.1651,innRatio=1.334,knn=NaN,phiTotal=-0.493,triggered=0"
2025-09-08T11:45:00.000+03:00,"LONGEVAL,bar=707,entryCtx=1000,z0=-0.564,mr=-1.298,vec=0.038,basket=29.8,burst=0.00001,te=NaN,innW=1.6613,innWmed=2.1715,innRatio=0.765,knn=NaN,phiTotal=0.319,triggered=0"
2025-09-08T12:00:00.000+03:00,"LONGEVAL,bar=708,entryCtx=1000,z0=-0.531,mr=-1.39,vec=0.149,basket=29.61,burst=0.000016,te=NaN,innW=1.7232,innWmed=2.1266,innRatio=0.81,knn=NaN,phiTotal=0.306,triggered=0"
2025-09-08T12:30:00.000+03:00,"LONGEVAL,bar=710,entryCtx=1000,z0=-1.008,mr=-1.429,vec=0.147,basket=29.01,burst=0,te=NaN,innW=2.0459,innWmed=2.0739,innRatio=0.986,knn=NaN,phiTotal=0.203,triggered=0"
