time,open,high,low,close,Predictive Vector MA,Baseline MA,Cyclic FV,PhiLatch Target,PhiTotal Orth Target,Innovation Band Upper,Innovation Band Lower,Zone 3 Upper,Zone 3 Lower,Zone 2 Upper,Zone 2 Lower,Zone 1 Upper,Zone 1 Lower,Velocity Signals,VWAP Rejection Long,VWAP Rejection Short,Squeeze Bull,Regime Markers,MR,TE,VEC,CORR,LTF,BURST,Trade State,MC Debug,Entry Context,Exit Context,Density Debug,Setup Context Flags,Basket Fit (0-100),TE Direction,Corr Damping (0-1),Debug Combined,MC Visualization,kNN Superpack (Conf|Damp|Fam|Vec)
1766205900,438.89,440.8,438.67,439.3,439.1171578678286,445.6263783059428,447.0111270454804,440.08340434354733,445.8833518743239,450.91975080922276,436.1509815552618,468.9740724244641,424.5043523131515,472.2598239177169,420.92080026082425,478.36035665262324,414.44082877111725,,,,,,0.3858186915909184,,-8.092393419861981,-6.324127834798635,-9.178353742765033,1.4006870531079234,0,0,1000,1100,0,72,42.06359289755927,,0.5,0,,9663676416
1766206800,439.52,440,437.79,439.44,438.0189860770761,445.7595586975535,446.6136020877294,439.7724985945756,445.4542588326214,451.10796806265733,436.23457912143755,468.9643557016075,424.60734607337827,472.25102007797597,421.046181328821,478.34799504834217,414.5993327887387,,,,,,0.4071228181272677,,-8.070208593683446,-6.323750803378443,-9.038285911055496,1.2738761476635967,0,0,1000,1100,0,75,41.12068038372788,,0.5,0,,9663676416
1766207700,439.6,444.08,439.6,442.25,437.973054142265,445.80810379294184,446.7521346851691,440.03270960629226,445.2605257447191,450.8342219351559,436.81498741407125,468.74233727776357,425.6945322298349,471.8876919944772,422.17081088005585,477.7476199116455,415.82962175357176,,,,,,0.5024311179114942,,-7.699010961243587,-6.342257515174457,-8.000267682466305,1.054651356812058,0,0,1000,1100,0,75,41.37677706703558,,0.5,0,,9663676416
1766208600,442.24,443.51,440.87,441.2,438.4738063661912,445.76750644341917,446.9351305371984,439.9038043449194,444.9516985284089,450.9135010175675,437.2077752182801,468.33707464917114,426.1194016724114,471.4138679651079,422.65044626268764,477.1506021616455,416.4151418204835,,,,,,0.5342551827323125,,-7.588280562485572,-6.367901077204261,-8.138944282264003,1.0359865894116804,0,0,1000,1100,0,75,41.15157520180033,,0.5,0,,9663676416
1766209500,441.19,443.8,440.48,442.86,439.565476871316,445.9076497043549,446.52812119377126,440.0743102955076,445.0679987105485,450.74762459986874,437.8358680469202,467.37039867371533,425.23618064696365,470.56047426771966,421.94055145235654,476.4394980050527,415.9267591184212,,,,,,0.598943621664927,,-8.072043504358238,-6.383850267172919,-7.879578239509841,1.0618651523567761,0,0,1000,1100,0,8,40.394199565720335,,0.5,0,,9663676416
1766210400,442.86,447.2,442.51,447.13,441.65000258011565,445.99564340578485,446.4892771756557,440.2640593452982,445.38341419480054,450.8591610989109,438.25889059084176,467.1132507377699,425.6728860143342,470.24976403256454,422.43034060819207,476.03065345384385,416.51407361801984,,,,,,0.7575983639357396,,-7.867868113404441,-6.441514469708737,-7.532355451413233,1.2350687382403152,0,0,1000,1100,0,8,40.547262373654654,,0.5,0,,9663676416
1766211300,447.04,450,446.71,448.2,444.1399755218047,445.5510873583804,446.1210359680686,443.2102277236345,445.27349434394955,451.05476644129317,438.4174104213736,463.2706720022876,427.2365333867218,466.0833488633583,424.5032140753857,471.2190873839229,419.4688053926579,,,,,,0.9002999050571842,,-8.089567516344871,-6.537998717696182,-6.494694454887845,-0.5433914111047853,0,0,1000,1100,0,72,40.24732662012218,,0.5,0,,9663676416
1766212200,448.28,449,446.95,448.13,446.37795238696725,445.2925023965563,445.608748244472,444.12029128969897,445.242437353565,451.1327521807634,438.51888997654623,460.8692491895598,428.2347515617155,463.48698640055517,425.81505207414654,468.22720051697553,421.3272734019289,,,,,,0.9925070009128254,,-8.269293548135629,-6.613949134597949,-6.268181614843939,-0.6805526783250597,0,0,1000,1100,0,72,40.39115305089357,,0.5,0,,9663676416
1766213100,448.16,448.49,447.31,447.4,447.8558989965696,445.1837652655087,445.15101539913,444.7593592925811,445.2820422001798,451.0144656241031,438.6924430328362,459.7923947354598,428.8606712020484,462.29843290786937,426.584217063396,466.8225207407954,422.3524910274488,,,,,,1.0204947062375223,,-8.305045489242065,-6.726763622835306,-5.7575303299716465,-0.8896398402442538,0,0,1000,1100,0,77,40.54223762934255,,0.5,0,,9663676416
1766214000,447.4,448.44,444.4,445.92,448.28894339698996,445.0926195503815,444.41467455859487,445.20296437541,445.3172279650795,450.5984482389399,439.06047331476475,458.4421526014497,429.1197944997661,460.90412161780927,427.0115602604982,465.2998620989805,423.0641434606945,,,,,,0.9755270848334774,,-8.645701975410104,-6.821254862686134,-6.636993369124179,-0.454481787262748,0,0,1200,100,0,77,40.65368832952526,,0.5,10105,,9663676416
1766214900,445.92,447.9,445.52,447.6,448.38505435515225,444.96339973731295,443.9589557072395,445.83981658900143,445.38064233786724,450.52021482348067,439.081379323004,457.51755595037747,430.0111051750007,459.82133665782555,428.0305156359539,463.9378184243301,424.3238057740987,,,,,,1.0259772402744027,,-8.518545819297103,-6.9159534508825145,-7.670611176776621,1.0163269361913176,0,0,1000,1100,0,77,41.064388164326104,,0.5,0,,9663676416
1766215800,447.52,452.46,445.3,449.1,448.52332580724266,445.04371730769947,443.6984241168429,446.7382933358989,445.6878471116465,450.7371998951614,438.8497288635471,457.0909128292103,430.5419708613192,459.32732736152974,428.6367905317467,463.3162744784512,425.0674294738705,,,449.7668809133904,,,1.1159835141270567,,-8.430236054933548,-7.008031489992327,-9.167663238162204,1.8624613817818587,0,0,1000,1100,0,77,41.26915017777499,,0.5,0,,9663676416
1766216700,449,450.33,447.74,449.52,448.7269165435552,445.124580147568,443.63283631613115,447.3745543442583,445.8513396605223,451.0078659493492,438.56131783453446,456.7153645562827,431.220311178334,458.85897705780314,429.3887588837325,462.684638593095,425.9585146940164,,,,,,1.1876276583145748,,-8.285748303988825,-7.143435606614891,-9.322979259999318,2.225807827382214,0,0,1000,1100,0,77,40.23469337531877,,0.5,0,,9663676416
1766217600,449.48,458,449.01,450.39,449.1417367157883,445.28971278818335,443.9236783399477,448.01056399833567,446.03840265010706,451.4098144371294,438.1439706166651,456.9813456503747,431.9254032532067,459.03494027501335,430.09623494316367,462.7290792396131,426.68750881688874,,,452.09361370445197,,,1.2669984567007135,,-7.893947121876729,-7.223246527822305,-9.00041131959445,1.6070105214922799,0,0,1000,1100,0,72,41.59613788494084,,0.5,0,,9663676416
1766218500,450.26,454.79,449.96,454.04,450.5929896261052,445.53112542856877,445.1447295039967,448.95508778923215,446.57360492906065,452.4342960121048,437.12450978033473,458.4708413172047,433.41070909209856,460.3471464751259,431.42500177453894,463.81676371905235,427.81579837595257,,,,,,1.4678307485414552,,-6.4644871698671915,-7.026271974597577,-7.8582265788777095,1.5036367548672127,0,0,1100,100,0,72,53.41071024842927,,0.5,10205,,9663676416
1766219400,454.22,454.5,451.85,452.75,452.19862733526014,445.77401501836,445.73263894874407,449.73132321007165,447.0366032535943,453.1453468256294,436.45428379888085,458.0031733661955,433.04905382516546,459.95696568837326,431.1614035755034,463.521122974707,427.6816916660067,,,,,454.5,1.498442289095455,,-6.9955562390652695,-6.95522380503506,-7.3090421695648615,1.5658282715728404,0,0,1100,100,0,328,54.12581030808803,,0.5,0,,9663676416
1766220300,452.78,453.99,451.84,452.1,453.3204326642562,445.8014656142969,445.6318151747646,449.9234826007584,447.1908135555634,453.69547595695127,436.00480187978684,456.8567925744919,432.69686498569746,458.8751183676743,430.9545568534078,462.48441063722083,427.69536282887736,,,,,,1.483746306241641,,-7.820677068799867,-6.96795953895665,-6.005218689840434,1.5659710576006982,0,0,1100,100,0,72,54.31397595091912,,0.5,0,,9663676416
1766221200,452.15,452.87,450.65,451.25,453.6518372340127,445.8764931074535,445.6856969200962,450.01601233238057,447.27743559402415,454.032950129351,435.7575483034964,456.9128208676552,433.2531983283042,458.8526092608493,431.52634916820614,462.3416729250147,428.30807863501684,,,,,,1.4320290204721904,,-7.627206785214115,-6.952081041860245,-5.563052197340459,1.475169144958914,0,0,1100,100,0,77,54.05021546259179,,0.5,0,,9663676416
1766222100,451.2,452.99,450.71,452.12,453.69210726141137,445.9338330535282,445.81349904162266,450.2410313626067,447.41897578870584,454.48916821974007,435.3898132607147,456.89508476820646,433.5987290319232,458.7892921779938,431.888599649555,462.2050951587333,428.70711767979657,,,,,,1.4438126332833212,,-7.464714223254065,-6.908393865913733,-5.901097272298316,1.5018587140116528,0,0,1100,100,0,77,53.53663678177799,,0.5,0,,9663676416
1766223000,452.11,453.15,449,449.28,453.1184488492342,446.01720168589316,446.1153213069446,449.73264748785,447.3220775849663,454.3880476049197,435.571967188422,457.25933847860955,434.387472714614,459.0453282514646,432.65318140426336,462.30602066877736,429.45850064576223,,,,,,1.3063475525756525,,-6.995773948526958,-6.869796767179666,-5.749739390915293,1.0196517609672306,0,0,1000,1100,0,73,52.24509332923548,,0.5,0,,9663676416
