time,open,high,low,close,Predictive Vector MA,Baseline MA,Cyclic FV,PhiLatch Target,PhiTotal Orth Target,Innovation Band Upper,Innovation Band Lower,Zone 3 Upper,Zone 3 Lower,Zone 2 Upper,Zone 2 Lower,Zone 1 Upper,Zone 1 Lower,Velocity Signals,VWAP Rejection Long,VWAP Rejection Short,Squeeze Bull,Regime Markers,MR,TE,VEC,CORR,LTF,BURST,Trade State,MC Debug,Entry Context,Exit Context,Density Debug,Debug Combined,MC Visualization,kNN Superpack (Conf|Family|Features)
1770872400,0.9091,0.9119,0.9053,0.9062,0.9308415782263918,0.9029858125989162,0.9066647907917986,0.9027238460244394,0.902460663631566,0.9175881471845985,0.893137801900055,0.9218046377936733,0.8827800639049881,0.9249052510111956,0.8798646993281184,0.9305362376137708,0.8744700271973096,,,,,,1.9680174079238024,,-7.942121354335738,-5.096361513265086,-7.200701001015462,2.662254629956024,0,0,1000,1100,0,0,,400000000
1770873300,0.9062,0.9107,0.9039,0.9086,0.9260524262629023,0.9034408790985258,0.9069205986580747,0.9031793938080842,0.902874545712429,0.9174304975792091,0.8943390292567595,0.9233912879263891,0.8843850580478844,0.926334563586385,0.8813224186424988,0.9317643363486828,0.8757402701861452,,,,,,1.8687470742955032,,-6.401776891425202,-5.095774922626633,-6.232928146023068,-0.3138303984287645,0,0,1000,1100,0,0,,400000000
1770874200,0.9085,0.9167,0.9079,0.9154,0.9255772439277496,0.9039777786248031,0.9081417234157595,0.9037125400855758,0.9039236079449916,0.9186679293384413,0.8946546871304278,0.9250643540575962,0.885536651145646,0.9279496691395178,0.8822963798214712,0.9333267614345193,0.876467883837933,,,,,,2.1295990948558314,,-4.5513647061487905,-5.090753404734772,-5.303603160514063,0.20007804400607965,0,0,1100,100,0,11500,,400000000
1770875100,0.9155,0.9182,0.9148,0.9173,0.9287192623163268,0.9044779024990213,0.9091899974755498,0.9061452056469939,0.9055710452693442,0.9201706365629874,0.8949693711873437,0.9257185084807148,0.8855242483687442,0.9286734939441993,0.882262945650029,0.9341683482016403,0.8763780763707196,,,,,,2.2759826314428997,,-4.608050753227259,-5.083573225840327,-4.711727881328795,0.6232997261655127,0,0,1100,100,0,0,,400000000
1770876000,0.9173,0.9229,0.917,0.9205,0.9350945581299336,0.9052743344505312,0.9106875782957412,0.9079113425582019,0.9069936694960918,0.9222098944076246,0.8951954112725494,0.9275108423023767,0.8861527900413014,0.9305123648680396,0.8827326096162591,0.9361160229893586,0.8765971495978474,,,,,,2.4247383365916813,,-4.1506680260295745,-5.066256705557821,-5.95545373869249,-0.05509843085327437,0,0,1000,1100,0,0,,400000000
1770876900,0.9206,0.9283,0.9191,0.9264,0.9461802007345742,0.9065699346934142,0.9135105540281051,0.9089647252496849,0.9082635854058765,0.9255553215447568,0.8954329871690611,0.9310311478260325,0.8873660483112606,0.9341122907772967,0.883569506808032,0.9399157527917967,0.8768650211451524,,,,,,2.662102509350298,,-3.771749863791063,-5.057293843753538,-6.720461278757593,-0.23099489887080815,0,0,1000,1100,0,30000000,,400000000
1770877800,0.9265,0.9302,0.9256,0.926,0.9571168018131694,0.9074565778337074,0.9149883450296413,0.9108506149203197,0.9099456379991331,0.9282742694756413,0.896084858920806,0.9318576764891731,0.8863938058451927,0.9351614207841524,0.8826415607844443,0.9413268528836445,0.8759062643613379,,,,,,2.6888810329033768,,-4.062146650151547,-5.06316266767416,-7.101310239815723,-0.2968353164365407,0,0,1000,1100,0,0,,400000000
1770878700,0.926,0.927,0.9237,0.925,0.9650817145801268,0.9080922642620779,0.9159230212014633,0.9119531957210787,0.9113675700553575,0.9301907429146271,0.8969925847301535,0.9327811306847843,0.8861310051599257,0.9362068447392327,0.8823398583255438,0.9425792485847401,0.8755022525439891,,,,,0.927,2.6000684348567162,,-4.428730596263227,-5.123066224771531,-7.369934273505769,-0.14614027294641552,0,0,1200,100,0,12200,,400000000
1770879600,0.925,0.9263,0.921,0.924,0.9671569708804505,0.9087126275229322,0.9159888866985717,0.914246743160339,0.9133928878207286,0.9312120589208879,0.8977816494369262,0.9330796248673036,0.8854702231913462,0.936670072992186,0.8817297152134977,0.9432948711131599,0.8749133616837728,,,,,,2.417046395147743,,-5.91467515167791,-5.1820849317423345,-6.496402684040944,-0.2348385225121692,0,0,1200,100,0,0,,400000000
1770880500,0.9241,0.9319,0.9222,0.9291,0.9692509099960332,0.9091984654642018,0.917549599057586,0.9147042381176506,0.9136077660908095,0.9331855597111532,0.8981399897191752,0.9350928570442691,0.8877233742588457,0.9384903268926378,0.8837294024088165,0.9448565629164485,0.8766076701242531,,,,,,2.5029539146334328,,-4.077552581729151,-5.247645051411943,-5.325116591258268,-0.3246689982104327,0,0,1200,100,0,30011500,,400000000
1770881400,0.9292,0.9328,0.9279,0.9308,0.9694408061544691,0.9098209199108294,0.9178940225280098,0.9180054816647257,0.9158203525930888,0.9349144054990146,0.8981023597827844,0.9350338057447812,0.8864434927785102,0.9386575098139235,0.8825745732843506,0.9453664515911105,0.8755528690516855,,,,,,2.5193037100190243,,-5.282552442359575,-5.2545218955640145,-6.702761445070222,0.07365109803753023,0,0,1200,100,0,0,,400000000
1770882300,0.9308,0.9345,0.9297,0.9335,0.9688850761519676,0.9104040343489362,0.9184086516598929,0.9217910154340034,0.9188303898832951,0.9367871146289363,0.8976696938236405,0.9363832181661633,0.8864865161270695,0.9400942407512098,0.8824999478687509,0.946970547317234,0.8752722886373333,,,,,,2.502319151969994,,-5.265328842644558,-5.302446104955917,-9.023924009493596,-0.10330456013931755,0,0,1200,100,0,0,,400000000
1770883200,0.9336,0.9399,0.9316,0.9357,0.9678984597376029,0.912530192388525,0.9195020867751714,0.9267149599934497,0.9235363263190492,0.9389317903378255,0.8972510617716266,0.9410257229000314,0.8866236384935505,0.9450527149301473,0.8822503517672245,0.9525252959859271,0.874336441756413,,,,,,2.3570073908347844,,-5.439103697286897,-5.276892072939423,-8.740796719672696,-0.44118107619083213,0,0,1000,1100,0,0,,400000000
1770884100,0.9357,0.9359,0.9267,0.9269,0.962366184979149,0.9135265585817359,0.9188476243784164,0.9289980400339982,0.9251948500821381,0.9387250474541254,0.8979571641583669,0.9406748781398386,0.885893220353039,0.9449215861666873,0.8817111867641292,0.952691991002621,0.8740233786648277,,,,,,1.8492972173445699,,-8.781915001012184,-5.296386277183656,-8.3399994070067,-0.3707261844423906,0,0,1000,1100,0,0,,400000000
1770885000,0.927,0.9292,0.9253,0.9265,0.9537836644557373,0.914174231514859,0.918132224552437,0.9310986086358513,0.9262318182612209,0.9381931840465181,0.8983734215960526,0.9415094961582947,0.8864740054430986,0.9457674878709446,0.8822646768567115,0.9535632007954365,0.8745311144289607,,,,,,1.4572825933651379,,-9.21498332283854,-5.323348933727127,-7.887375316935908,-0.2495606806248014,0,0,1000,1100,0,0,,400000000
1770885900,0.9265,0.9322,0.926,0.9309,0.9470815700011789,0.9149288476820212,0.918575201902479,0.9329028564325372,0.9270197060211185,0.9386148188022352,0.8981096393505206,0.9438705229065447,0.8880434417952664,0.9480369516731273,0.8836023248175274,0.9557489854260672,0.8755399135718344,,,,,,1.3809672817817236,,-8.319200038844821,-5.354499758845042,-7.306713462891197,-0.3022212388144814,0,0,1000,1100,0,0,,400000000
1770886800,0.9309,0.9321,0.9267,0.9297,0.9448511413757666,0.9157148033349962,0.9201587332381712,0.9313395313436564,0.9245208037731878,0.939114270999684,0.8985930317483828,0.9462336776919665,0.889923773136409,0.9502967935143738,0.8852239917443798,0.9578959970413091,0.8768171343922769,,,,,,1.3916352875344735,,-6.296937623328621,-5.352979488308627,-6.230907109993103,-0.3170546862090735,0,0,1000,1100,0,0,,400000000
1770887700,0.9297,0.9351,0.9288,0.9345,0.9488565909648751,0.9173102820885028,0.9228812157093078,0.9297911635145227,0.9220423720258958,0.9409443133529016,0.8991140991135993,0.9490715537356968,0.8918815489978137,0.9531297696150142,0.8869643140431008,0.9607598582177178,0.8782499728762205,,,,,,1.701868588764424,,-4.62295389911888,-5.36012651782511,-6.355846584446417,-0.35565464365138855,0,0,1100,100,0,11500,,400000000
1770888600,0.9345,0.9396,0.9332,0.9384,0.9571890402014981,0.9183981376907501,0.9256380944191733,0.9287402815502777,0.9208053034523203,0.9436329416417666,0.8998342744977961,0.9507830723919175,0.8923479717148647,0.9549353687532982,0.8873369656991731,0.9627389133519355,0.8784490258356928,,,,,,2.060570445392665,,-4.33445153592241,-5.372061489639018,-5.347393016309422,-0.47002083318258614,0,0,1100,100,0,0,,400000000
1770889500,0.9384,0.9429,0.9364,0.9403,0.9678116193611519,0.9198171560621822,0.9283003609043398,0.927583743126283,0.9194385941227905,0.9465773678672736,0.9010646480567873,0.9528433260772694,0.8927627139741255,0.9571360239111835,0.887662641163621,0.9651894350182891,0.8785878142228882,,,,,,2.3476209642490553,,-4.252380583521929,-5.385692671579349,-4.573944188041849,-0.4717659162307526,0,0,1000,1100,0,30000000,,400000000
1770890400,0.9402,0.9416,0.9376,0.9391,0.9774547722004749,0.9211881012343806,0.9302916891220586,0.9264584450119037,0.9186641774042562,0.9490781865732303,0.9032865763065627,0.9541128940126987,0.8929680464104834,0.958545543156856,0.8879028495189482,0.9668238506073009,0.8788212375836857,,,,,,2.478568593276781,,-4.565321720734369,-5.399485636562855,-5.449399361397578,-0.41513492215473424,0,0,1000,1100,0,0,,400000000
1770891300,0.9391,0.9393,0.9348,0.9385,0.984688207742843,0.9222257741030163,0.9321293183739763,0.9245354362597823,0.9171764312510042,0.9509008684247396,0.9058554144026448,0.955370892560558,0.8936007551847889,0.9598603450822587,0.8885040635399971,0.9682380938197065,0.8793547303063541,,,,,,2.5714364709483113,,-4.5463197036617125,-5.43676160752626,-5.2795510224599465,-0.4003154936478941,0,0,1000,1100,0,0,,400000000
1770892200,0.9386,0.9438,0.9382,0.9408,0.9889756954585126,0.9230452927073947,0.9336382787275647,0.9243544356789719,0.9176965614006576,0.9525725559814704,0.9080757758911067,0.9559811296590189,0.8940219612961451,0.960515873687019,0.888962616030616,0.9689599288223469,0.8798511007358839,,,,,,2.6717718765387186,,-4.654379670620388,-5.434567489918149,-4.788387740188815,-0.3788528665935391,0,0,1000,1100,0,0,,400000000
1770893100,0.9409,0.9584,0.9404,0.9569,0.9994398583415247,0.9259587620370376,0.9389415004487898,0.9257191680521235,0.919673832012117,0.9578843945459208,0.9093014459880946,0.9645142774182595,0.8964012844580366,0.9692894443497527,0.8903966369007785,0.9783026227011833,0.879839390144643,,,,,,2.985389395313927,,-3.7817790411664203,-5.365247465111034,-5.060473639538353,-0.47773871505163545,0,0,1100,100,0,30011500,,400000000
1770894000,0.9569,0.9582,0.9432,0.9448,1.0064186135781086,0.9274604714446437,0.9414511009468315,0.9237564117578912,0.9189773467865728,0.9600329008600321,0.9131442477499767,0.964746959009247,0.8961581587492932,0.9696854640328019,0.8904131689214883,0.9789280844707711,0.8801480225989183,,,,,,2.9162363084696317,,-4.179695276974803,-5.414207037480717,-4.9131172992141074,-0.4776196994696178,0,0,1100,100,0,30000000,,400000000
1770894900,0.9448,0.9508,0.9429,0.9491,1.0132219575774994,0.9288752651200576,0.9455487349935688,0.9199155542424658,0.9179117130255894,0.962856508261006,0.9171921258184837,0.9679666662046749,0.8989503095057427,0.9728033084232406,0.8928608469211388,0.9819336671316199,0.8821573953721671,,,,,,2.9798729484061077,,-3.8327395135354436,-5.498844347878498,-4.476943477424712,-0.47741854382180904,0,0,1100,100,0,30000000,,400000000
1770895800,0.9491,0.952,0.9452,0.9473,1.0149984100407956,0.9300598223786014,0.9474305514256866,0.9183756015166527,0.9186568900944225,0.9643181200749903,0.9214203017651065,0.9681908849538228,0.8985672400866153,0.9731780089438719,0.8926835890346763,0.9825267740255335,0.882199757382578,,,,,,2.9624270945211517,,-4.195165956072371,-5.527940110377476,-4.174949739942726,-0.4772881151715025,0,0,1100,100,0,30000000,,400000000
1770896700,0.9474,0.9501,0.9467,0.9474,1.0132188619328304,0.9305883510028993,0.9482454677834555,0.9180568406204183,0.9193830206664384,0.9647799212608372,0.925086637873503,0.9681156844776433,0.8981969254337333,0.9731964090070294,0.8924261930507932,0.9826780878838903,0.8820677947302321,,,,,,2.9379911247620623,,-4.588529737538144,-5.571045547219106,-4.395238428585667,-0.47725298068017974,0,0,1100,100,0,30000000,,400000000
1770897600,0.9474,0.9488,0.9419,0.9453,1.0072798391629123,0.931376663127358,0.9484820563238586,0.9179627880907644,0.9205261976389258,0.9644312139270979,0.9281622648841652,0.9684249166741874,0.898449815030387,0.9735618962110865,0.8927606285683909,0.9831184469675035,0.8825011433890351,,,,,,2.8547470906774604,,-5.10547574056969,-5.607753941047022,-7.027502607481408,-0.47666014448209615,0,0,1000,1100,0,0,,400000000
1770898500,0.9454,0.9455,0.9409,0.9419,0.9983577563658214,0.9318815847916925,0.9483421401893907,0.9170246871100958,0.9209885081821795,0.9643947824539465,0.9297353521420144,0.9687431651157119,0.8987931816007926,0.9738967966773068,0.8931343997128706,0.9834737551551879,0.882914061221929,,,,,,2.7149708687728693,,-5.66410811307467,-5.682450065143957,-8.031043168826105,-0.47637481659147274,0,0,1000,1100,0,0,,400000000
1770899400,0.942,0.9424,0.9344,0.935,0.9850078497678808,0.9323065592026232,0.946931546499072,0.9156547139437434,0.9212663670761272,0.96484842753054,0.9291962100596003,0.9674002662126241,0.8986558892293118,0.9725956652963439,0.8932679707575986,0.9821755765787288,0.8834422755999012,,,,,,2.4475504726310966,,-7.698725806081405,-5.826646631044874,-9.676152245151702,-0.47543743936527916,0,0,1000,1100,0,0,,400000000
1770900300,0.935,0.9358,0.9289,0.9328,0.9703317736300566,0.9325304618484789,0.9452313732382934,0.9149039217951411,0.92130165229258,0.9651362804095924,0.9279680284896006,0.966453900922235,0.8992523797703926,0.9715808246161277,0.8940393997627171,0.9810074282726994,0.8845028937037143,,,,,0.9289,2.2165786328100747,,-8.604590758400107,-5.794341279585815,-9.453276800745813,-0.4717945318834722,0,0,1100,100,0,12300,,400000000
1770901200,0.9328,0.9331,0.9265,0.9279,0.9561833396780731,0.9326202958803638,0.9440554474973655,0.9123243686571769,0.9202077465486758,0.9660372591350251,0.925947310448458,0.9666999764044609,0.9005772323460185,0.971658105590416,0.8953471972299992,0.9808223990587351,0.8858359390197643,,,,,,1.951561821580257,,-8.525674034683247,-5.697391181247779,-9.805777694585094,-0.46475945066332147,0,0,1100,100,0,0,,400000000
1770902100,0.928,0.9294,0.9218,0.9241,0.942723492286596,0.9325112031343903,0.9418545448491329,0.9107175325807444,0.9194927381402139,0.967127214970491,0.9233125427554019,0.9649097993228077,0.8995512593404027,0.9699752411425533,0.8945606694912416,0.9792443852225602,0.8853871204588758,,,,,,1.6801520394852807,,-9.51629324932966,-5.533667807914727,-9.518258299407798,-0.4529232833242871,0,0,1100,100,0,0,,400000000
1770903000,0.9242,0.9355,0.9241,0.935,0.9381945523173328,0.9328953019408778,0.9435485488844163,0.9083188831463561,0.9186828199031615,0.9664484795864183,0.923283131344607,0.9681466559000758,0.9044083948374775,0.9726819844990653,0.8989567393704465,0.9812016718686606,0.8892793496302737,,,,,,1.9494469196989805,,-5.541292183185188,-5.586718674558798,-8.627330444212031,-0.44489861704708966,0,0,1100,100,0,0,,400000000
1770903900,0.935,0.9356,0.9306,0.9337,0.9411915683854896,0.9330888069487818,0.9456964885725941,0.9039075660273063,0.916708553720446,0.966602216068035,0.923494812548654,0.9682673333722243,0.9057469351293542,0.9726667073300558,0.9002793657487976,0.980960561793194,0.8906417323128464,,,,,,2.130951918756179,,-4.586718369169625,-5.772223575163874,-8.454672457571439,-0.43359104964120343,0,0,1100,100,0,0,,400000000
1770904800,0.9336,0.934,0.9226,0.925,0.9422383601429393,0.9329847319341195,0.9438441106223633,0.9027038190453505,0.915213655075137,0.9678846211372517,0.9217967292019941,0.9642110448214629,0.9020351524217295,0.9689753497449516,0.8972339497628038,0.9777235988982269,0.8884385752796158,,,,,,1.9907629469781167,,-9.05416679514161,-5.696248527424458,-8.313786719790874,-0.4231171414608432,0,0,1000,1100,0,0,,400000000
1770905700,0.925,0.9271,0.9212,0.9245,0.9406216906911701,0.9330212632910895,0.9422834435375127,0.9018225133297515,0.9140172516216196,0.9689307238810274,0.9200862642496093,0.9638825872358494,0.9020591630895459,0.9686448130539178,0.8973103737618195,0.9773753211926398,0.8885970268249319,,,,,,1.934224875861536,,-9.199815185316762,-5.618854401267038,-6.645092663052149,-0.4098752959823855,0,0,1000,1100,0,0,,400000000
1770906600,0.9245,0.9325,0.9228,0.923,0.9354840551702132,0.9329211742133198,0.9396582653364118,0.9034044479608001,0.9132566729780872,0.9700004750521894,0.9182611499657908,0.9616057221028147,0.9003292028195465,0.9666125121747401,0.8958463907973854,0.9756276110982283,0.8874979085544917,,,,,,1.8760863487165496,,-9.779217506940851,-5.477884128076837,-5.10433342479582,-0.4076206634403958,0,0,1000,1100,0,0,,400000000
1770907500,0.923,0.9304,0.921,0.925,0.9307162585685717,0.9329292947304675,0.9380578052070233,0.9050432628558855,0.9129471918597973,0.9706128782972434,0.9170717161206414,0.961768448131031,0.9008280569610174,0.9666963418095942,0.8963368615520972,0.9755977487710971,0.8879916749928038,,,,,,1.9306190391065885,,-9.663473945474086,-5.436567063251417,-4.213533347944436,-0.39638269045336405,0,0,1000,1100,0,0,,400000000
1770908400,0.9251,0.9264,0.9135,0.9211,0.9231339328165608,0.9325428426289183,0.9350340361167783,0.9078976087671978,0.9118514023677012,0.9719291904818795,0.9154240991699792,0.9591233005135977,0.8989964548602766,0.9643236012184854,0.8947426308901834,0.973522441273238,0.886737090850191,,,,,,1.8604364278239724,,-9.90544204599914,-5.330005958543997,-3.9904667778451137,-0.3900428086700449,0,0,1000,1100,0,0,,400000000
1770909300,0.9211,0.9329,0.919,0.9324,0.9202091589226749,0.9329248149159985,0.9354334285503428,0.9109388838183924,0.9127048794941591,0.9711190905217247,0.9160083869322685,0.9616648543680871,0.9019836874797441,0.9664127873200912,0.897529789911682,0.9750320717477964,0.8892855599129865,,,,,,2.209893360087012,,-9.109746937605617,-5.280855000451795,-3.8807320668079077,-0.3813492771294711,0,0,1000,1100,0,0,,400000000
1770910200,0.9324,0.9346,0.9171,0.9202,0.9133301535281806,0.9326157820938971,0.9319900218626167,0.9141891498929825,0.9194533741207488,0.972557746356604,0.9143845558162322,0.9578858805446386,0.8990155846206416,0.9631348901731492,0.8949088682386813,0.9723300467122113,0.887144712074542,,,,,,1.7071890893323538,,-9.937738455221151,-5.195890995172714,-3.8424988260812447,-0.30765325971197277,0,0,1000,1100,0,0,,400000000
1770911100,0.9203,0.9213,0.9129,0.9139,0.9019552364009837,0.9321391041341794,0.9273371956957538,0.9177635618521106,0.9283951877943254,0.9739461257008326,0.9110921231544364,0.9571435919294063,0.8978636984912779,0.9625273099255304,0.8937591344455347,0.9719023517013523,0.8859796535398312,,,,,,0.7424657617157504,,-9.969129167193614,-5.101295999023934,-3.8089492321019702,-0.3161073190366446,0,0,1000,1100,0,0,,400000000
1770912000,0.914,0.9158,0.8986,0.9001,0.8795076438304076,0.9299337860540787,0.9185016582388704,0.9230675550642039,0.9255245149003914,0.9746889271770715,0.9038346644615335,0.9564839423289504,0.8916213563510698,0.9625662927035069,0.8871808684723175,0.9730468376140716,0.8787315723681208,,,,,,-0.16416116127257885,,-9.989275264036442,-5.029627760405887,-3.7894805956865834,-0.25423355574385553,0,0,1000,1100,0,0,,400000000
1770912900,0.9,0.9055,0.8927,0.895,0.8518982211801625,0.9279474421247876,0.9096467731535942,0.9308808035909032,0.8949850512094549,0.9706762057877079,0.8933508508380905,0.9563331588767405,0.8866243995315062,0.9629066415110883,0.8818606701031415,0.974212342068291,0.8727905214309487,,,,,,0.2459899519134744,,-9.979033074106571,-4.985951254400481,-3.8374072843269325,-0.20983423752484764,0,0,1000,1100,0,0,,400000000
1770913800,0.8951,0.9071,0.8923,0.9043,0.8326599100757842,0.9265569591762242,0.9066810062764016,0.9348961617204692,0.9033587909909833,0.9631560596556994,0.8859600115158823,0.9558974834216011,0.8850137385894467,0.9624654178923093,0.8801415498696922,0.9738276390138576,0.8708838957968829,,,,,0.8923,0.5286681692112887,,-9.852724730028395,-4.974365119896977,-3.9952893811269026,-0.31194243021452706,0,0,1200,100,0,12200,,400000000
1770914700,0.9042,0.906,0.894,0.8984,0.8198628271115657,0.9258488081152052,0.902537517285275,0.9402283361681971,0.895155251998299,0.9557777626948039,0.8791289491648016,0.9552641629741709,0.8833520754959661,0.962012582563072,0.8784301644805713,0.9736379581249748,0.8690640210636675,,,,,,0.7761375436415752,,-9.880606121869263,-4.965726265987195,-3.998099226448954,-0.34342425774229324,0,0,1000,1100,0,0,,400000000
1770915600,0.8984,0.9041,0.8951,0.9008,0.814129088395791,0.9251069483062618,0.9001518815111452,0.9440650297435724,0.8984985995520662,0.9483185127205864,0.8750774499943463,0.9549987528049194,0.8821746816341671,0.9618073732168356,0.8771842946439848,0.9735509775098832,0.8676919371079767,,,,,,0.886757060650891,,-9.788282121022654,-4.958555947804672,-4.1133068904752905,-0.30608984744421086,0,0,1000,1100,0,0,,400000000
1770916500,0.9009,0.9114,0.8992,0.9069,0.8171915445309915,0.9245864580512151,0.899980928336059,0.9465718020743521,0.9000991166153596,0.9410931206798856,0.8745061066638169,0.9547220497241876,0.8819810774681015,0.9614557830823924,0.8769796129823973,0.97310841788844,0.8674773943607895,,,,,,1.1071074216549501,,-9.589722456699384,-4.957131343077742,-4.411028676037375,-0.21314851530826995,0,0,1000,1100,0,0,,400000000
1770917400,0.907,0.9123,0.904,0.9068,0.8271414602659674,0.9241082879646005,0.900023532066684,0.9479010946356207,0.9010742255319751,0.9356417112797863,0.8748393674127193,0.9541865108854394,0.8816745604204317,0.9608901047447764,0.8766865230789754,0.9724956832226237,0.8672113481604842,,,,,,1.1981631857838977,,-9.505539301405836,-4.955764663124993,-4.748574085302838,-0.6607132317017406,0,0,1000,1100,0,0,,400000000
1770918300,0.9068,0.9082,0.9007,0.9023,0.838020059580403,0.9235401422951474,0.8986183948167561,0.949649482599271,0.901521129781801,0.9307074257262619,0.8754225680930804,0.9533545619908378,0.8808970526002708,0.9601111076808804,0.8759274445541141,0.9717750736377272,0.8664775268752606,,,,,,1.0802294313445016,,-9.602913299368465,-4.954707748351227,-4.5506193216064865,-0.6410708391779028,0,0,1000,1100,0,0,,400000000
1770919200,0.9022,0.9124,0.9014,0.9094,0.8502016871427299,0.9227872960135277,0.8992743233736818,0.9500438983963648,0.9013174119645433,0.9282371384628767,0.8755337322855508,0.9525835101904052,0.881071480274849,0.9591632603479706,0.876143907578191,0.9705723027758312,0.866789065909868,,,,,,1.2676467600952015,,-9.297924276444384,-4.9551179161946735,-4.905804894928262,-0.570186727534044,0,0,1000,1100,0,0,,400000000
